Plant and tissue mass output file
"Day","Hour","t_0","Y_0","Y_leaf0","Y_root0","Y_seed0","Y_stem0,"Y_n(1           ),Y_n(2           ),Y_n(3           ),,"dY_dt|rk est"
"34","2",818.00, 5.63E-02, 2.69E-02, 1.48E-02, 1.51E-03, 1.25E-02, 5.63E-02, 5.68E-02, 5.81E-02, 2.01E-03
"34","3",819.00, 5.74E-02, 2.74E-02, 1.51E-02, 1.57E-03, 1.27E-02, 5.74E-02, 5.78E-02, 5.91E-02, 1.95E-03
"34","4",820.00, 5.84E-02, 2.78E-02, 1.54E-02, 1.62E-03, 1.29E-02, 5.84E-02, 5.88E-02, 6.00E-02, 1.92E-03
"34","5",821.00, 5.93E-02, 2.82E-02, 1.56E-02, 1.68E-03, 1.32E-02, 5.93E-02, 5.97E-02, 6.10E-02, 1.92E-03
"34","6",822.00, 6.03E-02, 2.87E-02, 1.59E-02, 1.74E-03, 1.34E-02, 6.03E-02, 6.07E-02, 6.20E-02, 1.94E-03
"34","7",823.00, 6.13E-02, 2.91E-02, 1.61E-02, 1.79E-03, 1.36E-02, 6.13E-02, 6.17E-02, 6.30E-02, 2.00E-03
"34","8",824.00, 6.23E-02, 2.96E-02, 1.64E-02, 1.85E-03, 1.39E-02, 6.23E-02, 6.28E-02, 6.41E-02, 2.10E-03
"34","9",825.00, 6.34E-02, 3.00E-02, 1.67E-02, 1.92E-03, 1.41E-02, 6.34E-02, 6.39E-02, 6.53E-02, 2.22E-03
"34","10",826.00, 6.45E-02, 3.05E-02, 1.70E-02, 1.98E-03, 1.44E-02, 6.45E-02, 6.50E-02, 6.65E-02, 2.37E-03
"34","11",827.00, 6.57E-02, 3.11E-02, 1.73E-02, 2.05E-03, 1.46E-02, 6.57E-02, 6.63E-02, 6.79E-02, 2.54E-03
"34","12",828.00, 6.70E-02, 3.16E-02, 1.76E-02, 2.12E-03, 1.49E-02, 6.70E-02, 6.67E-02, 6.74E-02,-1.05E-04
"34","13",829.00, 6.70E-02, 3.16E-02, 1.76E-02, 2.15E-03, 1.49E-02, 6.70E-02, 6.67E-02, 6.75E-02, 6.31E-05
"34","14",830.00, 6.70E-02, 3.15E-02, 1.76E-02, 2.19E-03, 1.50E-02, 6.70E-02, 6.68E-02, 6.76E-02, 1.48E-04
"34","15",831.00, 6.71E-02, 3.15E-02, 1.76E-02, 2.22E-03, 1.50E-02, 6.71E-02, 6.69E-02, 6.77E-02, 2.03E-04
"34","16",832.00, 6.72E-02, 3.15E-02, 1.76E-02, 2.26E-03, 1.50E-02, 6.72E-02, 6.70E-02, 6.78E-02, 2.40E-04
"34","17",833.00, 6.73E-02, 3.16E-02, 1.76E-02, 2.29E-03, 1.51E-02, 6.73E-02, 6.71E-02, 6.79E-02, 2.58E-04
"34","18",834.00, 6.74E-02, 3.16E-02, 1.77E-02, 2.33E-03, 1.51E-02, 6.74E-02, 6.72E-02, 6.81E-02, 2.55E-04
"34","19",835.00, 6.76E-02, 3.16E-02, 1.77E-02, 2.37E-03, 1.52E-02, 6.76E-02, 6.74E-02, 6.82E-02, 2.31E-04
"34","20",836.00, 6.77E-02, 3.16E-02, 1.77E-02, 2.40E-03, 1.52E-02, 6.77E-02, 6.75E-02, 6.83E-02, 1.87E-04
"34","21",837.00, 6.78E-02, 3.16E-02, 1.78E-02, 2.44E-03, 1.52E-02, 6.78E-02, 6.76E-02, 6.83E-02, 1.23E-04
"34","22",838.00, 6.79E-02, 3.16E-02, 1.78E-02, 2.48E-03, 1.53E-02, 6.79E-02, 6.76E-02, 6.84E-02, 1.75E-05
"34","23",839.00, 6.79E-02, 3.16E-02, 1.78E-02, 2.51E-03, 1.53E-02, 6.79E-02, 6.76E-02, 6.83E-02,-1.74E-04
"35","0",840.00, 6.78E-02, 3.15E-02, 1.77E-02, 2.54E-03, 1.53E-02, 6.78E-02, 6.84E-02, 7.00E-02, 2.66E-03
"35","1",841.00, 6.91E-02, 3.21E-02, 1.81E-02, 2.62E-03, 1.56E-02, 6.91E-02, 6.97E-02, 7.13E-02, 2.53E-03
"35","2",842.00, 7.04E-02, 3.26E-02, 1.84E-02, 2.70E-03, 1.59E-02, 7.04E-02, 7.09E-02, 7.25E-02, 2.43E-03
"35","3",843.00, 7.17E-02, 3.32E-02, 1.87E-02, 2.79E-03, 1.62E-02, 7.17E-02, 7.21E-02, 7.37E-02, 2.35E-03
"35","4",844.00, 7.29E-02, 3.37E-02, 1.90E-02, 2.87E-03, 1.65E-02, 7.29E-02, 7.33E-02, 7.49E-02, 2.30E-03
"35","5",845.00, 7.40E-02, 3.42E-02, 1.94E-02, 2.95E-03, 1.67E-02, 7.40E-02, 7.45E-02, 7.61E-02, 2.29E-03
"35","6",846.00, 7.52E-02, 3.47E-02, 1.97E-02, 3.03E-03, 1.70E-02, 7.52E-02, 7.56E-02, 7.73E-02, 2.32E-03
"35","7",847.00, 7.64E-02, 3.52E-02, 2.00E-02, 3.12E-03, 1.73E-02, 7.64E-02, 7.68E-02, 7.85E-02, 2.39E-03
"35","8",848.00, 7.76E-02, 3.57E-02, 2.03E-02, 3.20E-03, 1.76E-02, 7.76E-02, 7.81E-02, 7.98E-02, 2.50E-03
"35","9",849.00, 7.89E-02, 3.62E-02, 2.06E-02, 3.30E-03, 1.79E-02, 7.89E-02, 7.94E-02, 8.12E-02, 2.64E-03
"35","10",850.00, 8.02E-02, 3.68E-02, 2.09E-02, 3.39E-03, 1.82E-02, 8.02E-02, 8.08E-02, 8.26E-02, 2.82E-03
"35","11",851.00, 8.17E-02, 3.74E-02, 2.13E-02, 3.49E-03, 1.86E-02, 8.17E-02, 8.23E-02, 8.42E-02, 3.02E-03
"35","12",852.00, 8.32E-02, 3.81E-02, 2.17E-02, 3.60E-03, 1.89E-02, 8.32E-02, 8.28E-02, 8.37E-02,-1.35E-04
"35","13",853.00, 8.31E-02, 3.80E-02, 2.17E-02, 3.63E-03, 1.89E-02, 8.31E-02, 8.28E-02, 8.38E-02, 6.51E-05
"35","14",854.00, 8.32E-02, 3.79E-02, 2.17E-02, 3.67E-03, 1.89E-02, 8.32E-02, 8.29E-02, 8.39E-02, 1.69E-04
"35","15",855.00, 8.33E-02, 3.79E-02, 2.17E-02, 3.72E-03, 1.90E-02, 8.33E-02, 8.30E-02, 8.40E-02, 2.39E-04
"35","16",856.00, 8.34E-02, 3.79E-02, 2.17E-02, 3.76E-03, 1.90E-02, 8.34E-02, 8.31E-02, 8.41E-02, 2.82E-04
"35","17",857.00, 8.35E-02, 3.80E-02, 2.18E-02, 3.81E-03, 1.91E-02, 8.35E-02, 8.33E-02, 8.43E-02, 3.03E-04
"35","18",858.00, 8.37E-02, 3.80E-02, 2.18E-02, 3.86E-03, 1.91E-02, 8.37E-02, 8.34E-02, 8.45E-02, 2.99E-04
"35","19",859.00, 8.38E-02, 3.80E-02, 2.18E-02, 3.91E-03, 1.92E-02, 8.38E-02, 8.36E-02, 8.46E-02, 2.70E-04
"35","20",860.00, 8.40E-02, 3.80E-02, 2.19E-02, 3.95E-03, 1.92E-02, 8.40E-02, 8.37E-02, 8.47E-02, 2.18E-04
"35","21",861.00, 8.41E-02, 3.80E-02, 2.19E-02, 4.00E-03, 1.93E-02, 8.41E-02, 8.38E-02, 8.48E-02, 1.38E-04
"35","22",862.00, 8.41E-02, 3.80E-02, 2.19E-02, 4.04E-03, 1.93E-02, 8.41E-02, 8.38E-02, 8.48E-02, 7.68E-06
"35","23",863.00, 8.42E-02, 3.79E-02, 2.19E-02, 4.08E-03, 1.93E-02, 8.42E-02, 8.38E-02, 8.47E-02,-2.13E-04
"36","0",864.00, 8.40E-02, 3.78E-02, 2.19E-02, 4.12E-03, 1.93E-02, 8.40E-02, 8.48E-02, 8.68E-02, 3.27E-03
"36","1",865.00, 8.57E-02, 3.85E-02, 2.23E-02, 4.24E-03, 1.97E-02, 8.57E-02, 8.64E-02, 8.84E-02, 3.08E-03
"36","2",866.00, 8.73E-02, 3.92E-02, 2.27E-02, 4.36E-03, 2.01E-02, 8.73E-02, 8.79E-02, 8.99E-02, 2.93E-03
"36","3",867.00, 8.88E-02, 3.98E-02, 2.31E-02, 4.48E-03, 2.04E-02, 8.88E-02, 8.93E-02, 9.13E-02, 2.82E-03
"36","4",868.00, 9.02E-02, 4.04E-02, 2.34E-02, 4.59E-03, 2.08E-02, 9.02E-02, 9.07E-02, 9.27E-02, 2.74E-03
"36","5",869.00, 9.16E-02, 4.10E-02, 2.38E-02, 4.71E-03, 2.11E-02, 9.16E-02, 9.21E-02, 9.41E-02, 2.72E-03
"36","6",870.00, 9.30E-02, 4.15E-02, 2.42E-02, 4.82E-03, 2.15E-02, 9.30E-02, 9.35E-02, 9.55E-02, 2.75E-03
"36","7",871.00, 9.44E-02, 4.21E-02, 2.45E-02, 4.94E-03, 2.18E-02, 9.44E-02, 9.49E-02, 9.69E-02, 2.82E-03
"36","8",872.00, 9.58E-02, 4.27E-02, 2.49E-02, 5.06E-03, 2.21E-02, 9.58E-02, 9.64E-02, 9.85E-02, 2.95E-03
"36","9",873.00, 9.73E-02, 4.33E-02, 2.53E-02, 5.19E-03, 2.25E-02, 9.73E-02, 9.79E-02, 1.00E-01, 3.12E-03
"36","10",874.00, 9.89E-02, 4.40E-02, 2.57E-02, 5.32E-03, 2.29E-02, 9.89E-02, 9.96E-02, 1.02E-01, 3.33E-03
"36","11",875.00, 1.01E-01, 4.47E-02, 2.61E-02, 5.46E-03, 2.33E-02, 1.01E-01, 1.01E-01, 1.04E-01, 3.57E-03
"36","12",876.00, 1.02E-01, 4.54E-02, 2.66E-02, 5.61E-03, 2.37E-02, 1.02E-01, 1.02E-01, 1.03E-01,-1.74E-04
"36","13",877.00, 1.02E-01, 4.53E-02, 2.65E-02, 5.66E-03, 2.37E-02, 1.02E-01, 1.02E-01, 1.03E-01, 6.34E-05
"36","14",878.00, 1.02E-01, 4.53E-02, 2.65E-02, 5.71E-03, 2.38E-02, 1.02E-01, 1.02E-01, 1.03E-01, 1.88E-04
"36","15",879.00, 1.02E-01, 4.52E-02, 2.66E-02, 5.76E-03, 2.38E-02, 1.02E-01, 1.02E-01, 1.03E-01, 2.76E-04
"36","16",880.00, 1.03E-01, 4.52E-02, 2.66E-02, 5.82E-03, 2.39E-02, 1.03E-01, 1.02E-01, 1.04E-01, 3.27E-04
"36","17",881.00, 1.03E-01, 4.53E-02, 2.66E-02, 5.88E-03, 2.39E-02, 1.03E-01, 1.02E-01, 1.04E-01, 3.52E-04
"36","18",882.00, 1.03E-01, 4.53E-02, 2.67E-02, 5.94E-03, 2.40E-02, 1.03E-01, 1.03E-01, 1.04E-01, 3.47E-04
"36","19",883.00, 1.03E-01, 4.53E-02, 2.67E-02, 6.00E-03, 2.40E-02, 1.03E-01, 1.03E-01, 1.04E-01, 3.12E-04
"36","20",884.00, 1.03E-01, 4.53E-02, 2.67E-02, 6.06E-03, 2.41E-02, 1.03E-01, 1.03E-01, 1.04E-01, 2.49E-04
"36","21",885.00, 1.03E-01, 4.53E-02, 2.68E-02, 6.11E-03, 2.41E-02, 1.03E-01, 1.03E-01, 1.04E-01, 1.52E-04
"36","22",886.00, 1.04E-01, 4.53E-02, 2.68E-02, 6.17E-03, 2.42E-02, 1.04E-01, 1.03E-01, 1.04E-01,-7.82E-06
"36","23",887.00, 1.04E-01, 4.52E-02, 2.68E-02, 6.22E-03, 2.42E-02, 1.04E-01, 1.03E-01, 1.04E-01,-2.61E-04
"37","0",888.00, 1.03E-01, 4.51E-02, 2.67E-02, 6.26E-03, 2.42E-02, 1.03E-01, 1.04E-01, 1.07E-01, 4.11E-03
"37","1",889.00, 1.05E-01, 4.59E-02, 2.73E-02, 6.44E-03, 2.47E-02, 1.05E-01, 1.06E-01, 1.09E-01, 3.81E-03
"37","2",890.00, 1.07E-01, 4.67E-02, 2.78E-02, 6.61E-03, 2.52E-02, 1.07E-01, 1.08E-01, 1.11E-01, 3.57E-03
"37","3",891.00, 1.09E-01, 4.74E-02, 2.82E-02, 6.77E-03, 2.56E-02, 1.09E-01, 1.10E-01, 1.12E-01, 3.39E-03
"37","4",892.00, 1.11E-01, 4.81E-02, 2.87E-02, 6.93E-03, 2.60E-02, 1.11E-01, 1.12E-01, 1.14E-01, 3.27E-03
"37","5",893.00, 1.13E-01, 4.88E-02, 2.91E-02, 7.09E-03, 2.65E-02, 1.13E-01, 1.13E-01, 1.16E-01, 3.22E-03
"37","6",894.00, 1.14E-01, 4.94E-02, 2.95E-02, 7.25E-03, 2.69E-02, 1.14E-01, 1.15E-01, 1.17E-01, 3.24E-03
"37","7",895.00, 1.16E-01, 5.01E-02, 2.99E-02, 7.41E-03, 2.73E-02, 1.16E-01, 1.16E-01, 1.19E-01, 3.32E-03
"37","8",896.00, 1.18E-01, 5.07E-02, 3.03E-02, 7.57E-03, 2.77E-02, 1.18E-01, 1.18E-01, 1.21E-01, 3.46E-03
"37","9",897.00, 1.19E-01, 5.14E-02, 3.08E-02, 7.75E-03, 2.81E-02, 1.19E-01, 1.20E-01, 1.23E-01, 3.66E-03
"37","10",898.00, 1.21E-01, 5.21E-02, 3.13E-02, 7.92E-03, 2.86E-02, 1.21E-01, 1.22E-01, 1.25E-01, 3.91E-03
"37","11",899.00, 1.23E-01, 5.29E-02, 3.18E-02, 8.11E-03, 2.91E-02, 1.23E-01, 1.24E-01, 1.27E-01, 4.19E-03
"37","12",900.00, 1.25E-01, 5.38E-02, 3.23E-02, 8.32E-03, 2.96E-02, 1.25E-01, 1.25E-01, 1.26E-01,-2.20E-04
"37","13",901.00, 1.25E-01, 5.37E-02, 3.23E-02, 8.37E-03, 2.96E-02, 1.25E-01, 1.25E-01, 1.26E-01, 5.79E-05
"37","14",902.00, 1.25E-01, 5.36E-02, 3.23E-02, 8.43E-03, 2.96E-02, 1.25E-01, 1.25E-01, 1.26E-01, 2.07E-04
"37","15",903.00, 1.25E-01, 5.36E-02, 3.23E-02, 8.50E-03, 2.97E-02, 1.25E-01, 1.25E-01, 1.27E-01, 3.15E-04
"37","16",904.00, 1.26E-01, 5.36E-02, 3.23E-02, 8.57E-03, 2.97E-02, 1.26E-01, 1.25E-01, 1.27E-01, 3.75E-04
"37","17",905.00, 1.26E-01, 5.36E-02, 3.24E-02, 8.64E-03, 2.98E-02, 1.26E-01, 1.25E-01, 1.27E-01, 4.04E-04
"37","18",906.00, 1.26E-01, 5.36E-02, 3.24E-02, 8.72E-03, 2.99E-02, 1.26E-01, 1.26E-01, 1.27E-01, 3.97E-04
"37","19",907.00, 1.26E-01, 5.36E-02, 3.24E-02, 8.79E-03, 3.00E-02, 1.26E-01, 1.26E-01, 1.27E-01, 3.56E-04
"37","20",908.00, 1.26E-01, 5.36E-02, 3.25E-02, 8.87E-03, 3.00E-02, 1.26E-01, 1.26E-01, 1.27E-01, 2.82E-04
"37","21",909.00, 1.26E-01, 5.36E-02, 3.25E-02, 8.94E-03, 3.01E-02, 1.26E-01, 1.26E-01, 1.28E-01, 1.61E-04
"37","22",910.00, 1.27E-01, 5.35E-02, 3.25E-02, 9.00E-03, 3.01E-02, 1.27E-01, 1.26E-01, 1.28E-01,-3.01E-05
"37","23",911.00, 1.27E-01, 5.34E-02, 3.25E-02, 9.06E-03, 3.01E-02, 1.27E-01, 1.26E-01, 1.27E-01,-3.18E-04
"38","0",912.00, 1.26E-01, 5.33E-02, 3.25E-02, 9.11E-03, 3.01E-02, 1.26E-01, 1.27E-01, 1.30E-01, 4.47E-03
"38","1",913.00, 1.29E-01, 5.42E-02, 3.30E-02, 9.34E-03, 3.07E-02, 1.29E-01, 1.30E-01, 1.32E-01, 4.21E-03
"38","2",914.00, 1.31E-01, 5.50E-02, 3.36E-02, 9.56E-03, 3.12E-02, 1.31E-01, 1.32E-01, 1.34E-01, 3.98E-03
"38","3",915.00, 1.33E-01, 5.58E-02, 3.41E-02, 9.77E-03, 3.17E-02, 1.33E-01, 1.34E-01, 1.36E-01, 3.81E-03
"38","4",916.00, 1.35E-01, 5.65E-02, 3.46E-02, 9.98E-03, 3.22E-02, 1.35E-01, 1.35E-01, 1.38E-01, 3.70E-03
"38","5",917.00, 1.37E-01, 5.72E-02, 3.51E-02, 1.02E-02, 3.27E-02, 1.37E-01, 1.37E-01, 1.40E-01, 3.66E-03
"38","6",918.00, 1.39E-01, 5.79E-02, 3.55E-02, 1.04E-02, 3.32E-02, 1.39E-01, 1.39E-01, 1.42E-01, 3.69E-03
"38","7",919.00, 1.40E-01, 5.86E-02, 3.60E-02, 1.06E-02, 3.37E-02, 1.40E-01, 1.41E-01, 1.44E-01, 3.80E-03
"38","8",920.00, 1.42E-01, 5.94E-02, 3.65E-02, 1.08E-02, 3.41E-02, 1.42E-01, 1.43E-01, 1.46E-01, 3.97E-03
"38","9",921.00, 1.44E-01, 6.01E-02, 3.70E-02, 1.10E-02, 3.47E-02, 1.44E-01, 1.45E-01, 1.48E-01, 4.21E-03
"38","10",922.00, 1.47E-01, 6.09E-02, 3.75E-02, 1.13E-02, 3.52E-02, 1.47E-01, 1.47E-01, 1.51E-01, 4.50E-03
"38","11",923.00, 1.49E-01, 6.18E-02, 3.81E-02, 1.15E-02, 3.58E-02, 1.49E-01, 1.50E-01, 1.53E-01, 4.83E-03
"38","12",924.00, 1.51E-01, 6.27E-02, 3.87E-02, 1.18E-02, 3.64E-02, 1.51E-01, 1.51E-01, 1.52E-01,-2.78E-04
"38","13",925.00, 1.51E-01, 6.26E-02, 3.87E-02, 1.18E-02, 3.64E-02, 1.51E-01, 1.50E-01, 1.52E-01, 4.47E-05
"38","14",926.00, 1.51E-01, 6.25E-02, 3.87E-02, 1.19E-02, 3.64E-02, 1.51E-01, 1.51E-01, 1.52E-01, 2.20E-04
"38","15",927.00, 1.51E-01, 6.25E-02, 3.87E-02, 1.20E-02, 3.65E-02, 1.51E-01, 1.51E-01, 1.53E-01, 3.45E-04
"38","16",928.00, 1.51E-01, 6.24E-02, 3.87E-02, 1.21E-02, 3.65E-02, 1.51E-01, 1.51E-01, 1.53E-01, 4.23E-04
"38","17",929.00, 1.52E-01, 6.24E-02, 3.88E-02, 1.22E-02, 3.66E-02, 1.52E-01, 1.51E-01, 1.53E-01, 4.55E-04
"38","18",930.00, 1.52E-01, 6.24E-02, 3.88E-02, 1.23E-02, 3.67E-02, 1.52E-01, 1.51E-01, 1.53E-01, 4.46E-04
"38","19",931.00, 1.52E-01, 6.24E-02, 3.89E-02, 1.24E-02, 3.68E-02, 1.52E-01, 1.52E-01, 1.54E-01, 3.98E-04
"38","20",932.00, 1.52E-01, 6.24E-02, 3.89E-02, 1.25E-02, 3.69E-02, 1.52E-01, 1.52E-01, 1.54E-01, 3.08E-04
"38","21",933.00, 1.53E-01, 6.24E-02, 3.90E-02, 1.25E-02, 3.69E-02, 1.53E-01, 1.52E-01, 1.54E-01, 1.64E-04
"38","22",934.00, 1.53E-01, 6.24E-02, 3.90E-02, 1.26E-02, 3.70E-02, 1.53E-01, 1.52E-01, 1.54E-01,-6.00E-05
"38","23",935.00, 1.53E-01, 6.22E-02, 3.89E-02, 1.27E-02, 3.70E-02, 1.53E-01, 1.52E-01, 1.54E-01,-3.83E-04
"39","0",936.00, 1.52E-01, 6.21E-02, 3.89E-02, 1.27E-02, 3.70E-02, 1.52E-01, 1.53E-01, 1.57E-01, 5.18E-03
"39","1",937.00, 1.55E-01, 6.31E-02, 3.96E-02, 1.30E-02, 3.77E-02, 1.55E-01, 1.56E-01, 1.59E-01, 4.85E-03
"39","2",938.00, 1.57E-01, 6.40E-02, 4.02E-02, 1.33E-02, 3.83E-02, 1.57E-01, 1.58E-01, 1.62E-01, 4.58E-03
"39","3",939.00, 1.60E-01, 6.48E-02, 4.08E-02, 1.36E-02, 3.89E-02, 1.60E-01, 1.61E-01, 1.64E-01, 4.37E-03
"39","4",940.00, 1.62E-01, 6.56E-02, 4.13E-02, 1.39E-02, 3.95E-02, 1.62E-01, 1.63E-01, 1.66E-01, 4.23E-03
"39","5",941.00, 1.64E-01, 6.64E-02, 4.19E-02, 1.41E-02, 4.00E-02, 1.64E-01, 1.65E-01, 1.68E-01, 4.17E-03
"39","6",942.00, 1.66E-01, 6.72E-02, 4.24E-02, 1.44E-02, 4.06E-02, 1.66E-01, 1.67E-01, 1.70E-01, 4.20E-03
"39","7",943.00, 1.68E-01, 6.79E-02, 4.29E-02, 1.47E-02, 4.11E-02, 1.68E-01, 1.69E-01, 1.73E-01, 4.32E-03
"39","8",944.00, 1.71E-01, 6.87E-02, 4.35E-02, 1.49E-02, 4.17E-02, 1.71E-01, 1.71E-01, 1.75E-01, 4.52E-03
"39","9",945.00, 1.73E-01, 6.95E-02, 4.40E-02, 1.52E-02, 4.23E-02, 1.73E-01, 1.74E-01, 1.78E-01, 4.79E-03
"39","10",946.00, 1.75E-01, 7.04E-02, 4.47E-02, 1.55E-02, 4.29E-02, 1.75E-01, 1.76E-01, 1.80E-01, 5.13E-03
"39","11",947.00, 1.78E-01, 7.14E-02, 4.53E-02, 1.58E-02, 4.36E-02, 1.78E-01, 1.79E-01, 1.83E-01, 5.52E-03
"39","12",948.00, 1.81E-01, 7.24E-02, 4.60E-02, 1.62E-02, 4.43E-02, 1.81E-01, 1.80E-01, 1.82E-01,-3.47E-04
"39","13",949.00, 1.81E-01, 7.22E-02, 4.60E-02, 1.62E-02, 4.43E-02, 1.81E-01, 1.80E-01, 1.82E-01, 2.36E-05
"39","14",950.00, 1.81E-01, 7.21E-02, 4.59E-02, 1.63E-02, 4.43E-02, 1.81E-01, 1.80E-01, 1.82E-01, 2.27E-04
"39","15",951.00, 1.81E-01, 7.21E-02, 4.60E-02, 1.64E-02, 4.44E-02, 1.81E-01, 1.80E-01, 1.82E-01, 3.71E-04
"39","16",952.00, 1.81E-01, 7.20E-02, 4.60E-02, 1.65E-02, 4.45E-02, 1.81E-01, 1.80E-01, 1.83E-01, 4.68E-04
"39","17",953.00, 1.81E-01, 7.20E-02, 4.60E-02, 1.66E-02, 4.46E-02, 1.81E-01, 1.81E-01, 1.83E-01, 5.03E-04
"39","18",954.00, 1.82E-01, 7.20E-02, 4.61E-02, 1.68E-02, 4.47E-02, 1.82E-01, 1.81E-01, 1.83E-01, 4.94E-04
"39","19",955.00, 1.82E-01, 7.20E-02, 4.62E-02, 1.69E-02, 4.47E-02, 1.82E-01, 1.81E-01, 1.83E-01, 4.37E-04
"39","20",956.00, 1.82E-01, 7.20E-02, 4.62E-02, 1.70E-02, 4.48E-02, 1.82E-01, 1.81E-01, 1.84E-01, 3.27E-04
"39","21",957.00, 1.82E-01, 7.19E-02, 4.62E-02, 1.71E-02, 4.49E-02, 1.82E-01, 1.81E-01, 1.84E-01, 1.59E-04
"39","22",958.00, 1.82E-01, 7.19E-02, 4.62E-02, 1.72E-02, 4.50E-02, 1.82E-01, 1.81E-01, 1.84E-01,-1.00E-04
"39","23",959.00, 1.82E-01, 7.17E-02, 4.62E-02, 1.73E-02, 4.50E-02, 1.82E-01, 1.81E-01, 1.83E-01,-4.60E-04
"40","0",960.00, 1.82E-01, 7.15E-02, 4.61E-02, 1.73E-02, 4.50E-02, 1.82E-01, 1.83E-01, 1.87E-01, 5.81E-03
"40","1",961.00, 1.85E-01, 7.26E-02, 4.69E-02, 1.77E-02, 4.57E-02, 1.85E-01, 1.86E-01, 1.90E-01, 5.44E-03
"40","2",962.00, 1.88E-01, 7.36E-02, 4.76E-02, 1.80E-02, 4.64E-02, 1.88E-01, 1.88E-01, 1.93E-01, 5.14E-03
"40","3",963.00, 1.90E-01, 7.45E-02, 4.82E-02, 1.84E-02, 4.71E-02, 1.90E-01, 1.91E-01, 1.95E-01, 4.90E-03
"40","4",964.00, 1.93E-01, 7.53E-02, 4.88E-02, 1.87E-02, 4.78E-02, 1.93E-01, 1.93E-01, 1.98E-01, 4.74E-03
"40","5",965.00, 1.95E-01, 7.62E-02, 4.94E-02, 1.91E-02, 4.84E-02, 1.95E-01, 1.96E-01, 2.00E-01, 4.68E-03
"40","6",966.00, 1.98E-01, 7.70E-02, 5.00E-02, 1.94E-02, 4.90E-02, 1.98E-01, 1.98E-01, 2.02E-01, 4.71E-03
"40","7",967.00, 2.00E-01, 7.78E-02, 5.06E-02, 1.97E-02, 4.97E-02, 2.00E-01, 2.01E-01, 2.05E-01, 4.84E-03
"40","8",968.00, 2.02E-01, 7.86E-02, 5.12E-02, 2.01E-02, 5.03E-02, 2.02E-01, 2.03E-01, 2.07E-01, 5.07E-03
"40","9",969.00, 2.05E-01, 7.95E-02, 5.19E-02, 2.04E-02, 5.10E-02, 2.05E-01, 2.06E-01, 2.10E-01, 5.39E-03
"40","10",970.00, 2.08E-01, 8.05E-02, 5.26E-02, 2.08E-02, 5.17E-02, 2.08E-01, 2.09E-01, 2.13E-01, 5.78E-03
"40","11",971.00, 2.11E-01, 8.15E-02, 5.33E-02, 2.12E-02, 5.25E-02, 2.11E-01, 2.12E-01, 2.17E-01, 6.22E-03
"40","12",972.00, 2.14E-01, 8.26E-02, 5.41E-02, 2.16E-02, 5.33E-02, 2.14E-01, 2.13E-01, 2.15E-01,-4.26E-04
"40","13",973.00, 2.14E-01, 8.24E-02, 5.40E-02, 2.17E-02, 5.33E-02, 2.14E-01, 2.13E-01, 2.15E-01,-1.20E-05
"40","14",974.00, 2.14E-01, 8.22E-02, 5.40E-02, 2.18E-02, 5.34E-02, 2.14E-01, 2.13E-01, 2.16E-01, 2.28E-04
"40","15",975.00, 2.14E-01, 8.21E-02, 5.40E-02, 2.19E-02, 5.34E-02, 2.14E-01, 2.13E-01, 2.16E-01, 3.90E-04
"40","16",976.00, 2.14E-01, 8.21E-02, 5.40E-02, 2.20E-02, 5.35E-02, 2.14E-01, 2.13E-01, 2.16E-01, 5.00E-04
"40","17",977.00, 2.14E-01, 8.21E-02, 5.41E-02, 2.22E-02, 5.36E-02, 2.14E-01, 2.13E-01, 2.16E-01, 5.50E-04
"40","18",978.00, 2.15E-01, 8.20E-02, 5.41E-02, 2.23E-02, 5.37E-02, 2.15E-01, 2.14E-01, 2.17E-01, 5.37E-04
"40","19",979.00, 2.15E-01, 8.20E-02, 5.42E-02, 2.24E-02, 5.38E-02, 2.15E-01, 2.14E-01, 2.17E-01, 4.68E-04
"40","20",980.00, 2.15E-01, 8.20E-02, 5.42E-02, 2.25E-02, 5.39E-02, 2.15E-01, 2.14E-01, 2.17E-01, 3.39E-04
"40","21",981.00, 2.15E-01, 8.19E-02, 5.43E-02, 2.27E-02, 5.40E-02, 2.15E-01, 2.14E-01, 2.17E-01, 1.44E-04
"40","22",982.00, 2.15E-01, 8.18E-02, 5.43E-02, 2.28E-02, 5.41E-02, 2.15E-01, 2.14E-01, 2.17E-01,-1.51E-04
"40","23",983.00, 2.15E-01, 8.17E-02, 5.42E-02, 2.29E-02, 5.41E-02, 2.15E-01, 2.14E-01, 2.17E-01,-5.47E-04
"41","0",984.00, 2.15E-01, 8.14E-02, 5.42E-02, 2.29E-02, 5.41E-02, 2.15E-01, 2.16E-01, 2.21E-01, 6.30E-03
"41","1",985.00, 2.18E-01, 8.25E-02, 5.50E-02, 2.34E-02, 5.49E-02, 2.18E-01, 2.19E-01, 2.24E-01, 5.95E-03
"41","2",986.00, 2.21E-01, 8.35E-02, 5.57E-02, 2.38E-02, 5.57E-02, 2.21E-01, 2.22E-01, 2.27E-01, 5.63E-03
"41","3",987.00, 2.24E-01, 8.45E-02, 5.64E-02, 2.42E-02, 5.65E-02, 2.24E-01, 2.25E-01, 2.30E-01, 5.38E-03
"41","4",988.00, 2.27E-01, 8.54E-02, 5.71E-02, 2.46E-02, 5.72E-02, 2.27E-01, 2.27E-01, 2.32E-01, 5.22E-03
