Plant and tissue mass output file
"Day","Hour","t_0","Y_0","Y_leaf0","Y_root0","Y_seed0","Y_stem0,"Y_n(1           ),Y_n(2           ),Y_n(3           ),,"dY_dt|rk est"
"41","5",989.00, 2.29E-01, 8.62E-02, 5.77E-02, 2.50E-02, 5.79E-02, 2.29E-01, 2.30E-01, 2.35E-01, 5.15E-03
"41","6",990.00, 2.32E-01, 8.71E-02, 5.84E-02, 2.54E-02, 5.86E-02, 2.32E-01, 2.33E-01, 2.38E-01, 5.19E-03
"41","7",991.00, 2.35E-01, 8.79E-02, 5.90E-02, 2.59E-02, 5.93E-02, 2.35E-01, 2.35E-01, 2.40E-01, 5.35E-03
"41","8",992.00, 2.37E-01, 8.88E-02, 5.97E-02, 2.63E-02, 6.01E-02, 2.37E-01, 2.38E-01, 2.43E-01, 5.61E-03
"41","9",993.00, 2.40E-01, 8.98E-02, 6.04E-02, 2.67E-02, 6.08E-02, 2.40E-01, 2.41E-01, 2.46E-01, 5.97E-03
"41","10",994.00, 2.43E-01, 9.07E-02, 6.12E-02, 2.72E-02, 6.17E-02, 2.43E-01, 2.44E-01, 2.50E-01, 6.42E-03
"41","11",995.00, 2.47E-01, 9.18E-02, 6.20E-02, 2.76E-02, 6.25E-02, 2.47E-01, 2.48E-01, 2.53E-01, 6.92E-03
"41","12",996.00, 2.50E-01, 9.30E-02, 6.28E-02, 2.82E-02, 6.35E-02, 2.50E-01, 2.49E-01, 2.52E-01,-5.18E-04
"41","13",997.00, 2.50E-01, 9.27E-02, 6.28E-02, 2.82E-02, 6.34E-02, 2.50E-01, 2.49E-01, 2.52E-01,-6.32E-05
"41","14",998.00, 2.50E-01, 9.26E-02, 6.27E-02, 2.84E-02, 6.35E-02, 2.50E-01, 2.49E-01, 2.52E-01, 2.15E-04
"41","15",999.00, 2.50E-01, 9.25E-02, 6.27E-02, 2.85E-02, 6.36E-02, 2.50E-01, 2.49E-01, 2.52E-01, 3.99E-04
"41","16",1000.00, 2.50E-01, 9.24E-02, 6.28E-02, 2.86E-02, 6.37E-02, 2.50E-01, 2.49E-01, 2.53E-01, 5.22E-04
"41","17",1001.00, 2.50E-01, 9.23E-02, 6.28E-02, 2.88E-02, 6.38E-02, 2.50E-01, 2.49E-01, 2.53E-01, 5.78E-04
"41","18",1002.00, 2.51E-01, 9.23E-02, 6.29E-02, 2.89E-02, 6.39E-02, 2.51E-01, 2.50E-01, 2.53E-01, 5.67E-04
"41","19",1003.00, 2.51E-01, 9.23E-02, 6.29E-02, 2.91E-02, 6.40E-02, 2.51E-01, 2.50E-01, 2.54E-01, 4.85E-04
"41","20",1004.00, 2.51E-01, 9.22E-02, 6.30E-02, 2.92E-02, 6.41E-02, 2.51E-01, 2.50E-01, 2.54E-01, 3.41E-04
"41","21",1005.00, 2.51E-01, 9.21E-02, 6.30E-02, 2.94E-02, 6.42E-02, 2.51E-01, 2.50E-01, 2.54E-01, 1.18E-04
"41","22",1006.00, 2.52E-01, 9.20E-02, 6.30E-02, 2.95E-02, 6.43E-02, 2.52E-01, 2.50E-01, 2.54E-01,-2.15E-04
"41","23",1007.00, 2.51E-01, 9.18E-02, 6.30E-02, 2.96E-02, 6.43E-02, 2.51E-01, 2.50E-01, 2.53E-01,-6.46E-04
"42","0",1008.00, 2.51E-01, 9.15E-02, 6.29E-02, 2.97E-02, 6.42E-02, 2.51E-01, 2.52E-01, 2.58E-01, 7.71E-03
"42","1",1009.00, 2.55E-01, 9.28E-02, 6.38E-02, 3.03E-02, 6.53E-02, 2.55E-01, 2.56E-01, 2.62E-01, 7.07E-03
"42","2",1010.00, 2.59E-01, 9.40E-02, 6.47E-02, 3.08E-02, 6.63E-02, 2.59E-01, 2.59E-01, 2.65E-01, 6.55E-03
"42","3",1011.00, 2.62E-01, 9.50E-02, 6.55E-02, 3.14E-02, 6.72E-02, 2.62E-01, 2.63E-01, 2.68E-01, 6.16E-03
"42","4",1012.00, 2.65E-01, 9.60E-02, 6.63E-02, 3.19E-02, 6.80E-02, 2.65E-01, 2.66E-01, 2.71E-01, 5.89E-03
"42","5",1013.00, 2.68E-01, 9.69E-02, 6.70E-02, 3.24E-02, 6.89E-02, 2.68E-01, 2.69E-01, 2.74E-01, 5.76E-03
"42","6",1014.00, 2.71E-01, 9.78E-02, 6.77E-02, 3.29E-02, 6.97E-02, 2.71E-01, 2.72E-01, 2.77E-01, 5.77E-03
"42","7",1015.00, 2.74E-01, 9.87E-02, 6.85E-02, 3.33E-02, 7.05E-02, 2.74E-01, 2.74E-01, 2.80E-01, 5.92E-03
"42","8",1016.00, 2.77E-01, 9.97E-02, 6.92E-02, 3.38E-02, 7.13E-02, 2.77E-01, 2.78E-01, 2.84E-01, 6.20E-03
"42","9",1017.00, 2.80E-01, 1.01E-01, 7.00E-02, 3.44E-02, 7.22E-02, 2.80E-01, 2.81E-01, 2.87E-01, 6.60E-03
"42","10",1018.00, 2.84E-01, 1.02E-01, 7.08E-02, 3.49E-02, 7.31E-02, 2.84E-01, 2.84E-01, 2.91E-01, 7.09E-03
"42","11",1019.00, 2.87E-01, 1.03E-01, 7.17E-02, 3.55E-02, 7.41E-02, 2.87E-01, 2.88E-01, 2.95E-01, 7.66E-03
"42","12",1020.00, 2.91E-01, 1.04E-01, 7.26E-02, 3.61E-02, 7.51E-02, 2.91E-01, 2.89E-01, 2.93E-01,-6.34E-04
"42","13",1021.00, 2.91E-01, 1.04E-01, 7.25E-02, 3.62E-02, 7.51E-02, 2.91E-01, 2.89E-01, 2.93E-01,-1.35E-04
"42","14",1022.00, 2.91E-01, 1.04E-01, 7.25E-02, 3.63E-02, 7.51E-02, 2.91E-01, 2.89E-01, 2.93E-01, 1.85E-04
"42","15",1023.00, 2.91E-01, 1.03E-01, 7.25E-02, 3.65E-02, 7.52E-02, 2.91E-01, 2.89E-01, 2.94E-01, 3.96E-04
"42","16",1024.00, 2.91E-01, 1.03E-01, 7.25E-02, 3.67E-02, 7.53E-02, 2.91E-01, 2.90E-01, 2.94E-01, 5.31E-04
"42","17",1025.00, 2.91E-01, 1.03E-01, 7.26E-02, 3.68E-02, 7.54E-02, 2.91E-01, 2.90E-01, 2.94E-01, 5.95E-04
"42","18",1026.00, 2.92E-01, 1.03E-01, 7.26E-02, 3.70E-02, 7.56E-02, 2.92E-01, 2.90E-01, 2.95E-01, 5.81E-04
"42","19",1027.00, 2.92E-01, 1.03E-01, 7.27E-02, 3.72E-02, 7.57E-02, 2.92E-01, 2.90E-01, 2.95E-01, 4.91E-04
"42","20",1028.00, 2.92E-01, 1.03E-01, 7.27E-02, 3.74E-02, 7.58E-02, 2.92E-01, 2.91E-01, 2.95E-01, 3.30E-04
"42","21",1029.00, 2.92E-01, 1.03E-01, 7.27E-02, 3.75E-02, 7.59E-02, 2.92E-01, 2.91E-01, 2.95E-01, 7.81E-05
"42","22",1030.00, 2.92E-01, 1.03E-01, 7.27E-02, 3.77E-02, 7.60E-02, 2.92E-01, 2.91E-01, 2.95E-01,-2.95E-04
"42","23",1031.00, 2.92E-01, 1.02E-01, 7.27E-02, 3.78E-02, 7.60E-02, 2.92E-01, 2.90E-01, 2.94E-01,-7.62E-04
"43","0",1032.00, 2.92E-01, 1.02E-01, 7.26E-02, 3.79E-02, 7.59E-02, 2.92E-01, 2.93E-01, 3.00E-01, 8.20E-03
"43","1",1033.00, 2.96E-01, 1.03E-01, 7.36E-02, 3.86E-02, 7.71E-02, 2.96E-01, 2.97E-01, 3.04E-01, 7.56E-03
"43","2",1034.00, 3.00E-01, 1.05E-01, 7.45E-02, 3.92E-02, 7.81E-02, 3.00E-01, 3.01E-01, 3.07E-01, 7.03E-03
"43","3",1035.00, 3.03E-01, 1.06E-01, 7.54E-02, 3.98E-02, 7.91E-02, 3.03E-01, 3.04E-01, 3.11E-01, 6.61E-03
"43","4",1036.00, 3.07E-01, 1.07E-01, 7.62E-02, 4.04E-02, 8.01E-02, 3.07E-01, 3.07E-01, 3.14E-01, 6.33E-03
"43","5",1037.00, 3.10E-01, 1.08E-01, 7.70E-02, 4.10E-02, 8.10E-02, 3.10E-01, 3.10E-01, 3.17E-01, 6.20E-03
"43","6",1038.00, 3.13E-01, 1.09E-01, 7.78E-02, 4.16E-02, 8.18E-02, 3.13E-01, 3.13E-01, 3.20E-01, 6.21E-03
"43","7",1039.00, 3.16E-01, 1.09E-01, 7.85E-02, 4.21E-02, 8.27E-02, 3.16E-01, 3.17E-01, 3.23E-01, 6.39E-03
"43","8",1040.00, 3.20E-01, 1.10E-01, 7.93E-02, 4.27E-02, 8.36E-02, 3.20E-01, 3.20E-01, 3.27E-01, 6.71E-03
"43","9",1041.00, 3.23E-01, 1.11E-01, 8.01E-02, 4.33E-02, 8.46E-02, 3.23E-01, 3.23E-01, 3.31E-01, 7.16E-03
"43","10",1042.00, 3.27E-01, 1.12E-01, 8.10E-02, 4.40E-02, 8.56E-02, 3.27E-01, 3.27E-01, 3.35E-01, 7.71E-03
"43","11",1043.00, 3.31E-01, 1.14E-01, 8.20E-02, 4.47E-02, 8.67E-02, 3.31E-01, 3.31E-01, 3.39E-01, 8.35E-03
"43","12",1044.00, 3.35E-01, 1.15E-01, 8.30E-02, 4.54E-02, 8.79E-02, 3.35E-01, 3.33E-01, 3.37E-01,-7.59E-04
"43","13",1045.00, 3.34E-01, 1.15E-01, 8.29E-02, 4.55E-02, 8.78E-02, 3.34E-01, 3.32E-01, 3.37E-01,-2.22E-04
"43","14",1046.00, 3.34E-01, 1.14E-01, 8.28E-02, 4.57E-02, 8.79E-02, 3.34E-01, 3.32E-01, 3.38E-01, 1.33E-04
"43","15",1047.00, 3.34E-01, 1.14E-01, 8.28E-02, 4.58E-02, 8.79E-02, 3.34E-01, 3.33E-01, 3.38E-01, 3.74E-04
"43","16",1048.00, 3.35E-01, 1.14E-01, 8.28E-02, 4.60E-02, 8.81E-02, 3.35E-01, 3.33E-01, 3.38E-01, 5.23E-04
"43","17",1049.00, 3.35E-01, 1.14E-01, 8.29E-02, 4.62E-02, 8.82E-02, 3.35E-01, 3.33E-01, 3.38E-01, 5.93E-04
"43","18",1050.00, 3.35E-01, 1.14E-01, 8.29E-02, 4.64E-02, 8.83E-02, 3.35E-01, 3.33E-01, 3.39E-01, 5.78E-04
"43","19",1051.00, 3.35E-01, 1.14E-01, 8.30E-02, 4.66E-02, 8.85E-02, 3.35E-01, 3.34E-01, 3.39E-01, 4.79E-04
"43","20",1052.00, 3.36E-01, 1.14E-01, 8.30E-02, 4.68E-02, 8.86E-02, 3.36E-01, 3.34E-01, 3.39E-01, 2.96E-04
"43","21",1053.00, 3.36E-01, 1.13E-01, 8.30E-02, 4.70E-02, 8.87E-02, 3.36E-01, 3.34E-01, 3.39E-01, 2.14E-05
"43","22",1054.00, 3.36E-01, 1.13E-01, 8.30E-02, 4.72E-02, 8.88E-02, 3.36E-01, 3.34E-01, 3.39E-01,-3.90E-04
"43","23",1055.00, 3.36E-01, 1.13E-01, 8.30E-02, 4.73E-02, 8.88E-02, 3.36E-01, 3.34E-01, 3.38E-01,-8.93E-04
"44","0",1056.00, 3.35E-01, 1.13E-01, 8.28E-02, 4.74E-02, 8.87E-02, 3.35E-01, 3.36E-01, 3.44E-01, 8.98E-03
"44","1",1057.00, 3.40E-01, 1.14E-01, 8.39E-02, 4.82E-02, 9.00E-02, 3.40E-01, 3.41E-01, 3.49E-01, 8.24E-03
"44","2",1058.00, 3.44E-01, 1.15E-01, 8.49E-02, 4.90E-02, 9.12E-02, 3.44E-01, 3.45E-01, 3.52E-01, 7.62E-03
"44","3",1059.00, 3.48E-01, 1.16E-01, 8.59E-02, 4.97E-02, 9.22E-02, 3.48E-01, 3.48E-01, 3.56E-01, 7.13E-03
"44","4",1060.00, 3.52E-01, 1.17E-01, 8.68E-02, 5.04E-02, 9.33E-02, 3.52E-01, 3.52E-01, 3.59E-01, 6.80E-03
"44","5",1061.00, 3.55E-01, 1.18E-01, 8.76E-02, 5.10E-02, 9.43E-02, 3.55E-01, 3.55E-01, 3.63E-01, 6.64E-03
"44","6",1062.00, 3.58E-01, 1.19E-01, 8.84E-02, 5.17E-02, 9.52E-02, 3.58E-01, 3.58E-01, 3.66E-01, 6.65E-03
"44","7",1063.00, 3.62E-01, 1.20E-01, 8.92E-02, 5.24E-02, 9.62E-02, 3.62E-01, 3.62E-01, 3.70E-01, 6.83E-03
"44","8",1064.00, 3.65E-01, 1.21E-01, 9.00E-02, 5.31E-02, 9.72E-02, 3.65E-01, 3.65E-01, 3.73E-01, 7.18E-03
"44","9",1065.00, 3.69E-01, 1.22E-01, 9.09E-02, 5.38E-02, 9.82E-02, 3.69E-01, 3.69E-01, 3.77E-01, 7.68E-03
"44","10",1066.00, 3.73E-01, 1.23E-01, 9.19E-02, 5.45E-02, 9.93E-02, 3.73E-01, 3.73E-01, 3.82E-01, 8.30E-03
"44","11",1067.00, 3.77E-01, 1.24E-01, 9.29E-02, 5.53E-02, 1.01E-01, 3.77E-01, 3.78E-01, 3.87E-01, 9.01E-03
"44","12",1068.00, 3.82E-01, 1.25E-01, 9.40E-02, 5.62E-02, 1.02E-01, 3.82E-01, 3.79E-01, 3.85E-01,-9.03E-04
"44","13",1069.00, 3.81E-01, 1.25E-01, 9.38E-02, 5.63E-02, 1.02E-01, 3.81E-01, 3.79E-01, 3.85E-01,-3.32E-04
"44","14",1070.00, 3.81E-01, 1.25E-01, 9.38E-02, 5.64E-02, 1.02E-01, 3.81E-01, 3.79E-01, 3.85E-01, 5.43E-05
"44","15",1071.00, 3.81E-01, 1.25E-01, 9.38E-02, 5.66E-02, 1.02E-01, 3.81E-01, 3.79E-01, 3.85E-01, 3.28E-04
"44","16",1072.00, 3.81E-01, 1.24E-01, 9.38E-02, 5.68E-02, 1.02E-01, 3.81E-01, 3.79E-01, 3.85E-01, 4.94E-04
"44","17",1073.00, 3.81E-01, 1.24E-01, 9.38E-02, 5.71E-02, 1.02E-01, 3.81E-01, 3.79E-01, 3.86E-01, 5.71E-04
"44","18",1074.00, 3.82E-01, 1.24E-01, 9.39E-02, 5.73E-02, 1.02E-01, 3.82E-01, 3.80E-01, 3.86E-01, 5.55E-04
"44","19",1075.00, 3.82E-01, 1.24E-01, 9.39E-02, 5.75E-02, 1.02E-01, 3.82E-01, 3.80E-01, 3.86E-01, 4.49E-04
"44","20",1076.00, 3.82E-01, 1.24E-01, 9.39E-02, 5.77E-02, 1.03E-01, 3.82E-01, 3.80E-01, 3.86E-01, 2.41E-04
"44","21",1077.00, 3.82E-01, 1.24E-01, 9.39E-02, 5.79E-02, 1.03E-01, 3.82E-01, 3.80E-01, 3.86E-01,-5.47E-05
"44","22",1078.00, 3.82E-01, 1.23E-01, 9.39E-02, 5.81E-02, 1.03E-01, 3.82E-01, 3.80E-01, 3.86E-01,-5.05E-04
"44","23",1079.00, 3.82E-01, 1.23E-01, 9.38E-02, 5.83E-02, 1.03E-01, 3.82E-01, 3.80E-01, 3.85E-01,-1.04E-03
"45","0",1080.00, 3.82E-01, 1.23E-01, 9.37E-02, 5.84E-02, 1.03E-01, 3.82E-01, 3.83E-01, 3.92E-01, 9.82E-03
"45","1",1081.00, 3.87E-01, 1.24E-01, 9.49E-02, 5.93E-02, 1.04E-01, 3.87E-01, 3.87E-01, 3.96E-01, 8.93E-03
"45","2",1082.00, 3.91E-01, 1.25E-01, 9.59E-02, 6.02E-02, 1.05E-01, 3.91E-01, 3.92E-01, 4.01E-01, 8.20E-03
"45","3",1083.00, 3.95E-01, 1.26E-01, 9.69E-02, 6.10E-02, 1.07E-01, 3.95E-01, 3.96E-01, 4.04E-01, 7.63E-03
"45","4",1084.00, 3.99E-01, 1.27E-01, 9.79E-02, 6.18E-02, 1.08E-01, 3.99E-01, 3.99E-01, 4.08E-01, 7.24E-03
"45","5",1085.00, 4.03E-01, 1.28E-01, 9.88E-02, 6.26E-02, 1.09E-01, 4.03E-01, 4.03E-01, 4.12E-01, 7.04E-03
"45","6",1086.00, 4.07E-01, 1.29E-01, 9.96E-02, 6.33E-02, 1.10E-01, 4.07E-01, 4.06E-01, 4.15E-01, 7.04E-03
"45","7",1087.00, 4.10E-01, 1.30E-01, 1.00E-01, 6.41E-02, 1.11E-01, 4.10E-01, 4.10E-01, 4.19E-01, 7.23E-03
"45","8",1088.00, 4.14E-01, 1.31E-01, 1.01E-01, 6.49E-02, 1.12E-01, 4.14E-01, 4.14E-01, 4.23E-01, 7.61E-03
"45","9",1089.00, 4.18E-01, 1.32E-01, 1.02E-01, 6.57E-02, 1.13E-01, 4.18E-01, 4.18E-01, 4.27E-01, 8.16E-03
"45","10",1090.00, 4.22E-01, 1.33E-01, 1.03E-01, 6.65E-02, 1.14E-01, 4.22E-01, 4.22E-01, 4.32E-01, 8.84E-03
"45","11",1091.00, 4.26E-01, 1.34E-01, 1.04E-01, 6.75E-02, 1.16E-01, 4.26E-01, 4.27E-01, 4.37E-01, 9.62E-03
"45","12",1092.00, 4.31E-01, 1.36E-01, 1.05E-01, 6.84E-02, 1.17E-01, 4.31E-01, 4.28E-01, 4.35E-01,-1.07E-03
"45","13",1093.00, 4.31E-01, 1.35E-01, 1.05E-01, 6.86E-02, 1.17E-01, 4.31E-01, 4.28E-01, 4.35E-01,-4.55E-04
"45","14",1094.00, 4.30E-01, 1.35E-01, 1.05E-01, 6.87E-02, 1.17E-01, 4.30E-01, 4.28E-01, 4.35E-01,-1.03E-05
"45","15",1095.00, 4.30E-01, 1.35E-01, 1.05E-01, 6.89E-02, 1.17E-01, 4.30E-01, 4.28E-01, 4.35E-01, 2.74E-04
"45","16",1096.00, 4.31E-01, 1.34E-01, 1.05E-01, 6.92E-02, 1.17E-01, 4.31E-01, 4.28E-01, 4.35E-01, 4.59E-04
"45","17",1097.00, 4.31E-01, 1.34E-01, 1.05E-01, 6.94E-02, 1.17E-01, 4.31E-01, 4.28E-01, 4.36E-01, 5.38E-04
"45","18",1098.00, 4.31E-01, 1.34E-01, 1.05E-01, 6.97E-02, 1.17E-01, 4.31E-01, 4.29E-01, 4.36E-01, 5.04E-04
"45","19",1099.00, 4.31E-01, 1.34E-01, 1.05E-01, 6.99E-02, 1.18E-01, 4.31E-01, 4.29E-01, 4.36E-01, 3.56E-04
"45","20",1100.00, 4.32E-01, 1.34E-01, 1.05E-01, 7.02E-02, 1.18E-01, 4.32E-01, 4.29E-01, 4.36E-01, 1.05E-04
"45","21",1101.00, 4.32E-01, 1.33E-01, 1.05E-01, 7.04E-02, 1.18E-01, 4.32E-01, 4.29E-01, 4.36E-01,-2.20E-04
"45","22",1102.00, 4.31E-01, 1.33E-01, 1.05E-01, 7.06E-02, 1.18E-01, 4.31E-01, 4.29E-01, 4.36E-01,-7.80E-04
"45","23",1103.00, 4.31E-01, 1.33E-01, 1.05E-01, 7.07E-02, 1.18E-01, 4.31E-01, 4.28E-01, 4.35E-01,-1.40E-03
"46","0",1104.00, 4.30E-01, 1.32E-01, 1.05E-01, 7.08E-02, 1.18E-01, 4.30E-01, 4.31E-01, 4.42E-01, 1.01E-02
"46","1",1105.00, 4.36E-01, 1.34E-01, 1.06E-01, 7.19E-02, 1.19E-01, 4.36E-01, 4.36E-01, 4.46E-01, 9.23E-03
"46","2",1106.00, 4.40E-01, 1.35E-01, 1.07E-01, 7.28E-02, 1.21E-01, 4.40E-01, 4.40E-01, 4.50E-01, 8.50E-03
"46","3",1107.00, 4.45E-01, 1.36E-01, 1.08E-01, 7.38E-02, 1.22E-01, 4.45E-01, 4.44E-01, 4.54E-01, 7.91E-03
"46","4",1108.00, 4.49E-01, 1.37E-01, 1.09E-01, 7.47E-02, 1.23E-01, 4.49E-01, 4.48E-01, 4.58E-01, 7.51E-03
"46","5",1109.00, 4.52E-01, 1.38E-01, 1.10E-01, 7.55E-02, 1.24E-01, 4.52E-01, 4.52E-01, 4.62E-01, 7.30E-03
"46","6",1110.00, 4.56E-01, 1.39E-01, 1.11E-01, 7.64E-02, 1.25E-01, 4.56E-01, 4.56E-01, 4.66E-01, 7.31E-03
"46","7",1111.00, 4.60E-01, 1.39E-01, 1.12E-01, 7.72E-02, 1.26E-01, 4.60E-01, 4.59E-01, 4.70E-01, 7.54E-03
"46","8",1112.00, 4.64E-01, 1.40E-01, 1.13E-01, 7.81E-02, 1.27E-01, 4.64E-01, 4.63E-01, 4.74E-01, 7.96E-03
"46","9",1113.00, 4.68E-01, 1.41E-01, 1.14E-01, 7.90E-02, 1.29E-01, 4.68E-01, 4.67E-01, 4.78E-01, 8.57E-03
"46","10",1114.00, 4.72E-01, 1.42E-01, 1.15E-01, 7.99E-02, 1.30E-01, 4.72E-01, 4.72E-01, 4.83E-01, 9.33E-03
"46","11",1115.00, 4.77E-01, 1.43E-01, 1.16E-01, 8.10E-02, 1.31E-01, 4.77E-01, 4.77E-01, 4.89E-01, 1.02E-02
"46","12",1116.00, 4.82E-01, 1.45E-01, 1.17E-01, 8.21E-02, 1.33E-01, 4.82E-01, 4.79E-01, 4.86E-01,-1.26E-03
"46","13",1117.00, 4.81E-01, 1.44E-01, 1.17E-01, 8.22E-02, 1.33E-01, 4.81E-01, 4.78E-01, 4.86E-01,-6.09E-04
"46","14",1118.00, 4.81E-01, 1.44E-01, 1.17E-01, 8.24E-02, 1.33E-01, 4.81E-01, 4.78E-01, 4.86E-01,-1.16E-04
"46","15",1119.00, 4.81E-01, 1.44E-01, 1.17E-01, 8.26E-02, 1.33E-01, 4.81E-01, 4.78E-01, 4.86E-01, 1.86E-04
"46","16",1120.00, 4.81E-01, 1.43E-01, 1.17E-01, 8.29E-02, 1.33E-01, 4.81E-01, 4.78E-01, 4.87E-01, 3.92E-04
"46","17",1121.00, 4.81E-01, 1.43E-01, 1.17E-01, 8.31E-02, 1.33E-01, 4.81E-01, 4.78E-01, 4.87E-01, 4.85E-04
"46","18",1122.00, 4.82E-01, 1.43E-01, 1.17E-01, 8.34E-02, 1.33E-01, 4.82E-01, 4.79E-01, 4.87E-01, 4.63E-04
"46","19",1123.00, 4.82E-01, 1.43E-01, 1.17E-01, 8.37E-02, 1.33E-01, 4.82E-01, 4.79E-01, 4.87E-01, 3.25E-04
"46","20",1124.00, 4.82E-01, 1.42E-01, 1.17E-01, 8.39E-02, 1.34E-01, 4.82E-01, 4.79E-01, 4.87E-01, 8.00E-05
"46","21",1125.00, 4.82E-01, 1.42E-01, 1.17E-01, 8.42E-02, 1.34E-01, 4.82E-01, 4.79E-01, 4.87E-01,-2.56E-04
"46","22",1126.00, 4.82E-01, 1.42E-01, 1.17E-01, 8.44E-02, 1.34E-01, 4.82E-01, 4.79E-01, 4.87E-01,-7.92E-04
"46","23",1127.00, 4.82E-01, 1.41E-01, 1.17E-01, 8.45E-02, 1.34E-01, 4.82E-01, 4.78E-01, 4.86E-01,-1.40E-03
"47","0",1128.00, 4.81E-01, 1.41E-01, 1.16E-01, 8.47E-02, 1.34E-01, 4.81E-01, 4.81E-01, 4.93E-01, 1.11E-02
"47","1",1129.00, 4.86E-01, 1.42E-01, 1.18E-01, 8.59E-02, 1.35E-01, 4.86E-01, 4.87E-01, 4.98E-01, 9.99E-03
"47","2",1130.00, 4.92E-01, 1.43E-01, 1.19E-01, 8.70E-02, 1.37E-01, 4.92E-01, 4.91E-01, 5.03E-01, 9.10E-03
"47","3",1131.00, 4.96E-01, 1.44E-01, 1.20E-01, 8.81E-02, 1.38E-01, 4.96E-01, 4.96E-01, 5.07E-01, 8.40E-03
"47","4",1132.00, 5.00E-01, 1.45E-01, 1.21E-01, 8.91E-02, 1.39E-01, 5.00E-01, 5.00E-01, 5.11E-01, 7.92E-03
"47","5",1133.00, 5.05E-01, 1.46E-01, 1.22E-01, 9.00E-02, 1.41E-01, 5.05E-01, 5.04E-01, 5.15E-01, 7.67E-03
"47","6",1134.00, 5.08E-01, 1.47E-01, 1.23E-01, 9.10E-02, 1.42E-01, 5.08E-01, 5.08E-01, 5.19E-01, 7.67E-03
"47","7",1135.00, 5.12E-01, 1.48E-01, 1.24E-01, 9.19E-02, 1.43E-01, 5.12E-01, 5.11E-01, 5.23E-01, 7.91E-03
"47","8",1136.00, 5.16E-01, 1.49E-01, 1.25E-01, 9.29E-02, 1.44E-01, 5.16E-01, 5.16E-01, 5.28E-01, 8.38E-03
"47","9",1137.00, 5.21E-01, 1.50E-01, 1.26E-01, 9.39E-02, 1.45E-01, 5.21E-01, 5.20E-01, 5.32E-01, 9.05E-03
"47","10",1138.00, 5.25E-01, 1.51E-01, 1.27E-01, 9.50E-02, 1.47E-01, 5.25E-01, 5.25E-01, 5.38E-01, 9.90E-03
"47","11",1139.00, 5.30E-01, 1.52E-01, 1.28E-01, 9.62E-02, 1.48E-01, 5.30E-01, 5.30E-01, 5.43E-01, 1.09E-02
"47","12",1140.00, 5.36E-01, 1.53E-01, 1.29E-01, 9.74E-02, 1.50E-01, 5.36E-01, 5.32E-01, 5.41E-01,-1.46E-03
"47","13",1141.00, 5.35E-01, 1.53E-01, 1.29E-01, 9.76E-02, 1.50E-01, 5.35E-01, 5.31E-01, 5.41E-01,-7.82E-04
"47","14",1142.00, 5.35E-01, 1.52E-01, 1.29E-01, 9.77E-02, 1.50E-01, 5.35E-01, 5.31E-01, 5.40E-01,-2.43E-04
"47","15",1143.00, 5.35E-01, 1.52E-01, 1.29E-01, 9.80E-02, 1.50E-01, 5.35E-01, 5.31E-01, 5.41E-01, 8.65E-05
"47","16",1144.00, 5.35E-01, 1.52E-01, 1.29E-01, 9.82E-02, 1.50E-01, 5.35E-01, 5.31E-01, 5.41E-01, 3.12E-04
"47","17",1145.00, 5.35E-01, 1.51E-01, 1.29E-01, 9.85E-02, 1.50E-01, 5.35E-01, 5.31E-01, 5.41E-01, 4.19E-04
"47","18",1146.00, 5.35E-01, 1.51E-01, 1.29E-01, 9.88E-02, 1.50E-01, 5.35E-01, 5.31E-01, 5.41E-01, 3.99E-04
"47","19",1147.00, 5.35E-01, 1.51E-01, 1.29E-01, 9.91E-02, 1.51E-01, 5.35E-01, 5.32E-01, 5.41E-01, 2.55E-04
"47","20",1148.00, 5.35E-01, 1.50E-01, 1.29E-01, 9.94E-02, 1.51E-01, 5.35E-01, 5.32E-01, 5.41E-01,-5.89E-06
"47","21",1149.00, 5.35E-01, 1.50E-01, 1.29E-01, 9.97E-02, 1.51E-01, 5.35E-01, 5.32E-01, 5.41E-01,-3.75E-04
"47","22",1150.00, 5.35E-01, 1.50E-01, 1.29E-01, 9.99E-02, 1.51E-01, 5.35E-01, 5.31E-01, 5.41E-01,-9.69E-04
"47","23",1151.00, 5.35E-01, 1.49E-01, 1.29E-01, 1.00E-01, 1.51E-01, 5.35E-01, 5.31E-01, 5.40E-01,-1.62E-03
"48","0",1152.00, 5.34E-01, 1.49E-01, 1.28E-01, 9.98E-02, 1.50E-01, 5.34E-01, 5.33E-01, 5.08E-01,-2.70E-02
"48","1",1153.00, 5.20E-01, 1.46E-01, 1.25E-01, 9.71E-02, 1.47E-01, 5.20E-01, 5.10E-01, 4.95E-01,-3.31E-02
"48","2",1154.00, 5.03E-01, 1.41E-01, 1.21E-01, 9.38E-02, 1.42E-01, 5.03E-01, 4.94E-01, 4.79E-01,-3.21E-02
"48","3",1155.00, 4.87E-01, 1.36E-01, 1.17E-01, 9.07E-02, 1.37E-01, 4.87E-01, 4.78E-01, 4.63E-01,-3.09E-02
"48","4",1156.00, 4.71E-01, 1.32E-01, 1.13E-01, 8.76E-02, 1.33E-01, 4.71E-01, 4.62E-01, 4.49E-01,-2.94E-02
"48","5",1157.00, 4.56E-01, 1.28E-01, 1.10E-01, 8.47E-02, 1.28E-01, 4.56E-01, 4.48E-01, 4.35E-01,-2.77E-02
